TransactionID,IsFraud
6b887663-d994-4d33-a16d-9df8179d9762,true
a44db22d-0605-4940-8123-3544edb0615f,false
5df321aa-f17f-48b6-99f0-586a00b471f8,false
9f810511-52c0-4bec-8d55-f8cfe4356e56,false
ee565b25-9b78-4fc2-bc18-08cdfbc39ace,false
dde58ab8-6c3b-4df5-885a-c8afc1538774,true
dc897009-8be4-4fa0-ba27-03aaca0bc49f,true
7e0db83f-c688-4087-bdb5-afcb121a7be1,true
2381d7ee-4c26-42ff-9b8e-a400c58dcf25,true
eeebf2e9-6646-42d8-93c4-3cf9db1cdf63,true
a1c26244-e62e-4042-84e2-9dcf0711ea92,true
4051d634-736e-43b2-bb4b-06c0e9aa17a4,false
c8277ccf-abe4-4a33-abf6-aa024af289ff,true
019a0a63-d2ab-4fc4-8414-ae53d3d513bd,true
66d24ba5-3593-4e36-907f-07a1fc19bfe5,true
c5445160-6959-43f1-be0d-4de6b9af9ea1,true
ffb4d03c-2c56-4ee2-8ad9-f76deaec6a4e,false
1e6c0e7c-59a5-48bc-bb91-997561712f11,true
5e61e39b-e7de-46c5-bccb-09e19eb679ea,false
c819615c-f6a3-4f1e-afaa-63af2a3c8bd8,true
8cc71afa-dd23-485c-a429-c96179c0bb84,false
0232f5eb-5405-43b8-91bd-6e00b0648c7c,false
793ec276-3ebf-4271-b982-1403a851b810,false
97786f81-1565-4ec2-911c-8f5422b426a6,true
7a2c23e1-7471-435b-806a-4bf65dfd408e,false
f0827477-e2bd-4a89-b632-901c893cb4da,true
5d4c4506-95dc-4821-af4e-1c729b3f70fe,true
2ab4a931-b5a3-4b33-80af-bd448de56904,true
cc367d18-7737-40a6-91a0-54f4dbff2bcf,true
b9fd384a-da6f-424b-8f45-e2e34191bb1b,true
7a4df7d5-f2e4-4318-a898-f3a46ba69647,false
0e205cf3-dfc4-4dbf-b3d3-f8f5fcc4f248,true
cd44c20b-ee5b-4a8a-8e1f-7526c22d810b,false
ce673983-e395-49be-92e0-527a819c6cb8,false
f0bcd3c5-579e-4971-aa9e-c995644f038f,true
03e16c88-d0c6-418e-855f-951d0571eb6a,false
5943ec99-045e-4c07-a731-821a737f7df5,false
d80e14ca-fd22-48f5-9f60-5656d64ad7ba,false
