TransactionID,IsFraud
aee8d5ea-2590-47db-8605-661f5df9b416,True
fcaa8f47-cf53-4cb1-a1b9-324dc3e86721,True
e03b7faf-aa94-4a74-a7dc-8b1581bac09a,True
8abede84-ae71-4b37-bb59-6abba204f550,False
b2b8fc08-7c82-4306-a697-f61e83988a5a,True
e826ca91-5536-408e-9de6-7245bc0d2714,True
ca041381-009f-475a-8272-c71b78294c98,True
fbd081c1-a1cd-469a-917c-d2132a96d058,True
f22a2ce7-811b-4082-8d33-092f68392944,False
b84d31fb-b2f6-4e0b-9ae6-77f9c5546a22,True
71b451c3-1517-4f4b-8dda-3c14616ea508,True
4474cbd2-bbdf-412a-80fd-56737de6896b,False
767827ce-b9fa-48ee-8ae8-e8acee85cd50,False
07dc0ef1-4279-43af-bc07-fb9472cb6bb2,False
a548f686-58fb-4ef8-b97f-e77c4669c3d8,True
be3e2f2f-32a1-4f31-bb1e-7ec1f016f084,False
3c976307-acf5-499d-97a1-37788d7a353a,True
40c0bed0-f9e6-4a96-954f-dafefc29e2ed,True
66c2986a-2063-4c42-bfa1-3a636e6858eb,True
6b301c99-0c03-485b-ba77-c63c4a07c964,False
3a105198-5412-44e8-b9b0-e7f4a6f4fa81,True
566def6d-69a2-4747-b883-bb1a3872494c,False
99d84cfe-e16d-444c-ad40-42ca72db93c0,False
7ab6748c-b10e-4fe6-988f-7eabc6f176cc,True
5fdc35a3-6f9a-450d-80b1-086dfdabad6c,False
364633e3-6055-45cf-b640-5c1243b75e39,False
0b1f5815-04b4-4c1c-a73b-2dfe8abdffcb,True
a37ee88d-c511-4c7e-b295-1ba0c40e32d8,False
34e8955a-26f6-4c3d-9306-620b5ed5922a,True
787de500-6d2d-4e7c-a067-0020b1f2384e,False
2a801f54-657d-4c59-96a7-1bc6ec901111,False
5790c45b-8ccd-4065-833d-458b260c1244,False
07e8fc7b-411c-4f6f-b45d-0fd9d1a6fd2f,False
90b7b4e4-f6de-4670-af89-a0a0f1474edb,False
3a47de9d-0fae-4c15-845d-3bbdde8233d5,True
37494bf7-a68f-45ae-a688-5488a7bb148a,True
c9ee7875-1267-437d-b733-b257c16e11a1,False
585af99a-9a78-4f85-8728-869d3df99ca5,False
dbb8f76a-8409-4c01-909e-b854d36983f5,True
aa415f3e-fb7e-43c2-826c-c2c3c82a8f13,True
4d833b21-3d1d-4439-b19f-9dbc512068c0,True
b7bd3137-eaf7-445d-a3ca-bbecbcc9a66f,False
1deaa64b-c882-4d7c-adb0-b5c7f83e5e2e,False
20b7a4c1-8254-4594-9e11-95314790f0db,False
52fe1e33-d225-4011-b85c-1e278735f14f,True
326ebf30-e007-4663-86aa-0cd0686e8517,True
b60d853c-84d5-4cb8-97e0-44c20b66b048,True
7d6a3011-af5d-4018-9595-0458b39fcbd3,False
89451c11-98bb-4150-afa6-d78eb37ed293,True
c1cc0d52-ad17-4350-9152-34c7948b70d4,True
2b8444ef-3461-42aa-bbcb-cf252c541bcc,True
20e1cdee-6b86-4662-afa2-b2f579030d65,True
1ec2264a-9363-41fe-80d9-09aaf62d7938,True
13ac3c4b-a557-4029-8d8b-ddaf157d2153,True
acd0c2da-9401-4ead-b620-8d8207eeae41,False
2af7f028-c579-40fd-adac-f6cd17206dd6,True
71ef0714-8480-4014-94fc-5c8310f3e23c,False
51bbaead-6440-47e8-a73b-c1f293ea9cf3,False
186364c7-edad-4242-9284-bafa2d203a23,True
c597a71b-c903-488c-b779-2b63e1a5b224,False
1c2234c2-1555-4fbe-90a5-ab44fbe9b475,True
726fc128-5cf3-4cfd-8f99-d8221847caf2,True
e24815d2-7b39-42eb-8460-68caca502c4e,True
90ef40cb-87e9-44c5-a39e-fdf04db4b310,True
4adbe8e0-6f94-4a87-a7ba-d84088c4e55d,False
aa0071f8-d743-4eee-b69e-682afdd078a6,True
ce646010-7f2e-4ff9-b6dc-c8e3109b4dc3,False
d32cd96c-9d42-413c-a126-14d2d15718dd,True
cf60ae29-1766-4a50-925e-1295bed60784,True
401fb5c7-f737-4a87-8f08-144e39baea08,True
7090e5fa-4505-4d0b-afd0-e7d07a0fa09b,True
2c3a674a-8a02-42ee-8b2d-34c0b33b7abd,True
5986567d-6dfe-4d46-9af2-4e895bcd37e2,False
69eb4b13-2528-4ded-8873-b2ad35e999b9,True
5a9faceb-5bff-4633-8be3-b7b4230fc2e2,False
8e20d111-79ca-4227-9deb-1541a4f77600,True
49b2a536-c190-484d-82f1-7af8d59b5248,True
f2acb18b-d87e-4729-8867-03c89099ae57,True
405d34a0-eade-4bd1-97a3-2828e5239100,True
3c113e7d-d3a0-435f-85b8-e841535eac1e,False
741e96b5-a94b-410b-a581-7508c6c62e61,True
e2bc94cc-5508-4268-b06e-212348c03481,True
1dfc7bed-ab7e-4e3f-beda-1cb4e2268576,True
a9048734-7fd0-4e9d-86d7-7c250ff9fee7,True
b6bd7204-af26-422f-9a1b-96b7b4e34119,False
d4b25d97-6665-49a7-9743-75aa0ee0bc4d,True
e954d36b-779b-484a-968c-6e3332bbde7a,False
63c9e11e-675c-426f-b686-232d30d668df,True
b0d76d11-15b9-497c-a009-ce0ead30fa02,False
38c195ec-1536-4517-aa40-29d714ccf57e,False
210169fd-5893-46e3-9cf6-8f945396d599,True
00bc9db4-323e-4b76-9532-b4d221878c0f,False
96c39ec8-5f57-4b8a-8ad4-43a9bf5d65e2,True
638dd171-b9ad-4442-95e5-d26c91585e01,True
b1112373-ca5e-4cde-b45e-cbb1a0838f49,True
723f450c-8144-4a75-946f-2c7a6744f98c,False
8d0b6dc0-517e-4fc9-a536-ffd32365cc05,True
caaa78f7-d94f-46b4-9678-92e760463410,True
ffd72139-e969-4709-bc55-4e2cfc8c85e7,False
6a1ec35e-fc7c-44ca-8eca-60089bc59e61,True
e05a36c1-4bc8-4223-9a82-c463ca386719,False
fff83e40-7571-4f21-9948-d9bfdfd9d895,False
0059c3ea-c53a-4bc4-b52c-720cc4b1c104,True
fed24a3c-c695-4c22-b8c7-a88404ec073c,True
f0e1eca9-4624-4b65-b63a-fbcc2d33128f,True
3bb0ca1e-8ca0-476a-a315-550830ec1dfb,True
2d7dcef0-edba-43eb-962e-31829ef2d7f5,True
9301a5c4-5da9-42ac-848b-3295b3e4ec2a,False
5cb0dfa3-b447-423f-b9b3-96af6d55d238,True
20bd2d56-a7ed-4517-9778-ac64e286896c,True
9bb339b2-3f6b-4248-8099-3030a6754439,True
e6240bf8-995e-43fe-8b99-6f8b0d1f286f,True
bbdd9023-5b5e-402e-97ad-86b936dca0b6,False
aee8ffb4-e106-407e-a2c7-bbca49cdfbce,True
d38d518e-acf6-4509-9ea4-b07bde5a24e2,False
66ee640d-5a56-4ef0-9f58-f7abf4e37d8a,True
cf985634-7207-4c97-9f17-6c982911550d,False
b2906084-bdcd-47d8-a17f-d1b437836dae,True
33746042-bb94-4229-bd7a-e8765437535f,False
1abc3f48-5b91-482b-ae75-dd01efd66f38,False
b87d2df2-2baa-431d-971a-b26a3d10314f,True
