TransactionID,IsFraud
345d8a5e-ec8e-4868-b758-e1b8953a9696,false
d283afc0-2cbc-4496-b6fb-14fd14130f36,true
e89c21ed-04d9-4d81-8ed6-0bbfaca80c36,true
b1324f6a-e553-4c47-80ea-f7bafb6dfdcc,false
5770ff39-93fe-4b7b-b373-2d590953f506,true
9cdc695f-8d3d-40bb-a30e-bbf1383d43bc,true
192304fb-817a-4785-a226-fafc8aa20c72,false
fd7a6404-c8e0-44ed-9ab5-472843071680,false
9bed9236-d5be-4642-a9ca-98276f4a2d79,true
52f7b026-d6b0-479f-b065-5ac1831f8bf0,false
5a57d45d-22c2-4d13-bbde-5db415da1921,true
374c6f9f-372a-4c75-affb-10bf203f8f98,false
a0af9555-2ff2-48fa-a202-0d0a540c7655,true
5b3ac048-1393-41ed-9bd0-754a7f80d053,false
eabbba85-dd14-4352-be62-0138b3c9b8e7,false
c16c6c85-abea-4507-a040-a89277dacd29,false
61b4a027-8455-4916-b80c-9e2025cc7aec,false
d787219a-cafb-4f2a-8627-9889363cd16a,true
1df4bf56-d3ea-459f-bf63-8ca5bf4c6882,true
a0bce71e-5586-41e4-a3ec-e1befbb8b8ca,false
cddf4c4c-32bb-4963-bc10-b6c4f48ab990,false
27093e36-d251-4fa0-9344-a77ba49b9c48,false
0a97dd77-6b0c-4a6a-9347-013536cdb88d,false
89c1ec8a-e2e3-49e4-aa62-73c3b2849dca,true
ffffcf7f-8bb7-4293-a593-2726c537fdfc,true
ca906874-c0b0-4863-bb17-7d79ee592384,false
bace6bac-e48b-433c-a5f6-375ca567be57,true
2c56ddd0-851c-4296-b49d-06dcda446c28,false
4d8348ed-e0f1-4cbe-8450-5cb54c7114eb,true
c0705479-a15c-454a-9ffd-a5469914360d,true
136ccbdb-2e55-42f5-a7eb-b5a6f6609f9b,true
033f23bb-9898-49f4-b369-e8933d0990c5,true
e4182af4-9042-43a3-a72f-c5e859c56bf0,false
3cdbe030-b8ab-401a-96a4-7e937bd96cd4,true
34a87345-2030-45e9-adc2-e3549e875ce9,false
58ec67fa-6d06-45f8-a659-c8ad3c4f4b24,true
416d077f-7e3b-4ece-abc1-a628817cce54,true
2a3f06cd-d39f-4c56-9448-cc97124d850e,false
51ffdcda-f58c-4dde-89b5-1961074ac6ec,false
f9c535c8-2acb-4544-9047-21ef430d551b,false
5b1cc071-34a4-4785-898d-8a6ac2af8252,true
7316219b-2171-4123-be08-910aa60ec9c6,true
a183d145-b8f0-4486-9fb9-2f5d406b1040,true
4140b35f-e378-42f2-9883-052958669085,false
1451be49-f106-455c-b307-e9a933ab7b9f,true
26cdf433-9ef9-410f-888a-1d6eb41db58e,false
0c2fb7dd-fff5-4714-b99f-f00971ed426f,false
f1e7391b-dd41-4e13-ac16-0aa153a1d64e,false
e9b70b8e-956c-4c54-97bd-68758d1e061f,true
db01e10a-9744-479c-9010-6ae5b452b6ef,true
f29cf0bf-505c-45dd-85e6-21bef3b83584,true
e3b6d22e-4b07-4507-b757-fb4fbd61c0c8,false
75d1a6da-8c40-48b1-9f13-5615e7a0112f,false
e7868cc9-fd74-47b9-bbca-5c6c956e4711,false
9a7857d8-7a94-463c-a4fd-c5cb42065eb7,true
453cddd6-9a2f-4730-90d9-d6c84c05c7cd,false
72ab3ca5-ba4d-4461-8ab3-974509d286c4,false
0d5bfa11-2ae9-4991-9be8-3e2753fe0d44,true
9ddf79a1-7f83-4296-a25f-fb7963e4a58a,false
b5779d4f-484c-40af-ba32-ed938fd9822a,true
ff503ed8-606a-4aa5-8c68-f60ae571fc7b,false
0b06cf6c-4bb5-4ae9-8538-e9594da37242,true
60799cff-6cad-425a-a620-e41e9a31028f,false
7679baa9-ec10-4cf3-b994-a02e299a77c8,true
e7d0ea78-c705-4ace-a02e-261bdc20410d,true
af80d931-1b0d-4912-a6b2-8a8e2a85ed5a,true
3a9cbec0-34dd-4be5-9d2a-b5c3f3196576,false
21daf64a-c1e6-4fb9-bf5b-21241b97f3fd,true
b44d19db-deec-49e5-b784-e6c6ede3f6ef,false
9181cf8a-fd30-426a-8c67-756d76918fc8,true
56da3114-512e-4847-b7ca-30c399ae1c76,true
8ed82117-5947-4b76-9af0-046ebe07de0a,true
676f7227-19fc-4263-ad59-2f15189ca078,true
d5ade2ae-75b7-4411-ac73-7d759c5d8f94,true
170794f5-e1db-4721-a5d1-6f6652edefda,false
6a41f0b1-7569-4b00-8bbe-007ee89c4375,false
794a9b95-607e-4bdd-853d-709c3f94730c,false
7080d813-30a6-421e-8f2c-d8a68c4bf0b5,false
