TransactionID,IsFraud
a1fa290d-d367-42e2-a7cb-0d386924d561,false
a3194e59-dd8a-4e08-a307-706bd4debf71,false
03f6c35f-c9b2-4a3f-ae84-9d8894a200b9,false
5a989046-2e45-45f1-ac4f-16917cc3e717,true
da9e6370-e186-4925-b10c-dcf10ef585d0,true
a3db0ba0-2806-41f0-a716-9f1963660ea0,false
86b6eddf-b690-4b33-96b1-50480da4bd1f,false
e08002a2-aa5a-4a11-93c1-79d479a80595,false
ea452e6e-4047-4f9b-9c6e-664b2ffa7092,false
b99b45c6-36b9-437a-a568-a79c9b793bea,true
c4734201-cb9f-412a-9128-3cb4ca079038,false
f167fe6d-e7dc-49eb-bbd2-6529daea018d,true
26302204-3194-415f-adf9-fff9d5a72472,true
69c3cbe2-f643-4099-97a7-7fc1c6d52143,false
9cee1cf1-88e5-42c5-8089-d7546ce1ba93,true
7fe63f58-54b9-4fc4-897b-b5614abe294d,true
f59cbf2f-ed2a-4843-8dc7-e973a1469168,true
faa763f5-e194-4343-9c6d-a6b9b937ff03,false
ed959772-1f14-48c5-96b3-95b4d003dc10,false
3aae992f-7fb2-4591-9354-7e4c29722644,false
a1a61e70-cb98-45f3-a5b0-425427f72c7f,true
482b7849-0969-470e-ab8e-8d054fda4b7a,true
8c6426b0-a32e-4e56-9153-3a076b045b44,true
858ea93b-524d-4c2c-85c1-084a88824243,false
4a7d9efb-cc7f-4594-a189-232d32a2f279,true
63c76cc2-8676-40a0-bbb8-3a98e9df9e0a,false
c067d55a-d186-4cbb-8d19-9eaa8475443d,false
4883170a-fe82-4fce-bf4e-2ee2bd1abdac,true
5b69655d-5c36-41ed-80e8-d67b11b9fa7a,true
9071f8df-9002-417f-b59f-2d165d4b5d1a,false
576f5ca2-79cf-4cf3-9b55-65b02a0adc07,true
e08c7e52-358e-4a42-a361-6a13fdf569d2,false
3da0112f-ce29-4b72-9ba0-b4f95b965f83,true
ed0fd6c0-19d5-4cf5-aab8-d772e50cef13,false
c5728b8f-184f-4820-9193-8f59167a4979,false
2760cfcb-80cb-4cda-947d-1cf27e27ae10,false
96d32850-2a67-4032-8c83-4553bd2bb202,true
ce1b356e-22df-4299-9c0c-540539cddca5,false
aa42cc2c-4ed7-478b-b2bd-6497e43dc73d,false
c258761a-f7a4-4be5-b6e7-795bf27e0bb5,false
3cc794d5-205d-4a3e-b85a-d8006f09422a,false
227759d6-816d-4157-af28-21da010cc42b,false
9d5d385e-c356-4123-b437-8133a807ca5c,true
c9706868-1792-4bf2-b011-83bc401f150d,false
648b1d57-ad56-4960-ab9d-a323d11c3b94,true
